Text,Label
For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,nonsec
For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,nonsec
When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,nonsec
When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.,nonsec
When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,nonsec
When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.,nonsec
If the shot was marked as a hit  the product shall allow the offensive player to define a shot.,nonsec
If the shot was marked as a miss  the product shall change the status of the offensive player to defensive,nonsec
If the shot was marked as a miss  the product shall change the status of the defensive player to offensive,nonsec
The product shall continue to assign turns until the game is ended.,nonsec
The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player’s ships  which had not been previously marked as sunk.,nonsec
The product shall allow a player to end a game at any time during the game.,nonsec
When a game is ended  the product shall notify the players that the game is ended.,nonsec
The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).,nonsec
When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.,nonsec
When a game is ended  the product shall allow each player to remove himself or herself from the list of players.,nonsec
The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.,nonsec
The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.,nonsec
The system shall be responsive. At the DePaul TeleServices Center  when a supervisor uses the system to view a callers schedule  the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.,nonsec
On a 56k connection  the system response time for all operations must be no more than 6 seconds 90% of the time.,nonsec
On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.,nonsec
The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.,nonsec
The system must be available for use between 7:00AM and 11:59PM all days of the year.,nonsec
The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.,nonsec
The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.,sec
The product shall ensure that only supervisors can enter a caller’s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.,sec
The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,sec
The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.,nonsec
The interface shall be appealing to callers and supervisors. In the interface and usability survey  80% of beta testers must report that the interface is appealing.,nonsec
The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,nonsec
The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.,nonsec
The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.,nonsec
The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.,nonsec
The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators),nonsec
The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications,nonsec
The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.,nonsec
The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,nonsec
The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.,nonsec
The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.,nonsec
The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,nonsec
The product shall be robust.The product shall have fault avoidance based on standards adoption.,nonsec
The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.,nonsec
The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.,nonsec
The product shall be platform independent.The product shall enable access to any type of development environment and platform.,nonsec
The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.,nonsec
: The product shall continue to operate during upgrade  change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.,nonsec
The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.,nonsec
The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.,nonsec
The product shall have security.The product shall provide authentication  and authorization.,sec
The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.,sec
The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,sec
The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.,nonsec
The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.,nonsec
The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports,nonsec
The interface must summarize the data in a fashion that’s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface,nonsec
The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard,nonsec
The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.,nonsec
Rreports must be easy to generate. eports must be generated within one button click and exported within one button click (after selecting the report),nonsec
A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.,nonsec
All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available),nonsec
The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.,nonsec
The WCS system shall be available at all times as long as IBM’s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM’s internal intranet W3 is available.,nonsec
The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.,nonsec
The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.,nonsec
The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.,nonsec
The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats).  Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.,nonsec
The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.,nonsec
All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation,nonsec
The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.,sec
The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user’s computer.,sec
Each team owner will need to use a username and password in order to be authenticated to reach the team owner’s page,sec
The Commissioner will be the only authorized user per league to adjust league settings.,sec
Each page shall contain a navigation menu which shows the index into which the current page is contained.,nonsec
Each page shall contain a similar format with action items in one location and navigation buttons in a different location.,nonsec
The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.,nonsec
A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.,nonsec
Users shall be able to reach the ‘add’  ‘drop’  and ‘trade player’ pages with one click from the team owner’s page.,nonsec
Users shall be able to view at least 25 NFL player statistics and points on each page.,nonsec
The application shall ask the user to confirm dropping a player or trading a player before performing the action.,nonsec
The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.,nonsec
The application shall have a downtime of at most 10 minutes per year.,nonsec
The application shall run on a web application server.,nonsec
A primary database will be used to store cached data for active users.,nonsec
A secondary database will be used to store historical statistics and data.,nonsec
Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.,nonsec
New System version releases shall be released at the beginning of each NFL season.,nonsec
The RFS system should be available 24/7  especially during the budgeting period. The RFS system shall be available 90% of the time all year  and 98% during the budgeting period. 2% of the time  the system will become available within 1 hour of the time that the situation is reported.,nonsec
98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space:  400MB.,nonsec
98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls,nonsec
The RFS system should be able to easily interface with the BDW environment  in order to load the data. •	7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process  every year. The data will be as of October month-end. 	Test files (7) shall be loaded up to 5 times throughout the year  from the BDW.,nonsec
Changes to revenue and expense formulae must be applied to the RFS system  every year  prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance.,nonsec
New branches/complexes/districts/regions and revenue/expense accounts added to the BDW  must be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end  will be loaded into the RFS system  prior to the budget start process.,nonsec
Only authorized user shall access the RFS system. ONLY users that exist in the UAS system  with the RFS system assigned to their role(s)  shall access the RFS system and use it.,sec
User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..,sec
The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group  prior to implementation. The remaining 5% will be corrected and approved within one month of product release.,nonsec
The intranet pages should display appropriately in all resolutions  from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions  prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.,nonsec
The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98% of the users shall complete their budgets within the stipulated time.,nonsec
The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time  the response time should not be more than 10 seconds.not be more than 10 seconds.,nonsec
Data transmitted between clients and the server is required to be encrypted.,sec
"In such situations, students should be able to interact with the system quickly and efficiently.",nonsec
The system should be able handle the concurrent access of the maximum capacity of an exam room during an exam session.,nonsec
"In addition, the system is designed to require as little training as possible; however, there will be “help” items throughout the user interface to provide the clients with easy and efficient access to a description of their tasks.",nonsec
The system shall allow system administrator to register students and instructor to a course.,nonsec
The created exams will be written by certain number of students on a specified day during a specified time slot.,nonsec
The system’s design and implementation will rely heavily on existing patterns and models for the organization of system components.,nonsec
The instructor may select questions from an existing question pool or create questions as the need arises,nonsec
"Specifically, Martin Fowler’s “Patterns of Enterprise Applications” will be used, as well as the design and responsibility patterns suggest by the Gang of Four (GoF) and Craig Larman, respectively.",nonsec
"Instructors are asked to assign values to the properties of questions, such as the topic, difficulty level, any parameterized values, validity period, or number of times to reuse.",nonsec
"Once an instructor marks an exam, the class average is updated and the student’s exam mark is made available for consultation.",nonsec
"The system shall allow course instructors to create, edit, or delete exam scripts from the system.",nonsec
"However, the system’s intrinsic characteristic of being designed for change will allow it to easily integrate with any required third-party components.",nonsec
The GUI under the rehearsal session should be designed to help students to prepare exams.,nonsec
The whole approach in designing and implementing this system will deliver a system that meets David Parnas’s requirements for designing for change thus minimizing the effects of software aging.,nonsec
The response time for a transaction is a critical issue during the writing of an exam by students.,nonsec
The system allows instructors to mark exams once they are completed.,nonsec
The multiple choice sections for the exam are marked automatically based on the marking scheme of the exam and solution of the question.,nonsec
"Several options should be provided such as retake the rehearsal, display answer, submit to see the result, choose another rehearsal if available.",nonsec
The system shall allow students to register for exams or cancel exam registrations up to 24 hours before the exam time.,nonsec
"The system shall allow system administrators to manage the users of the system by creating, editing, or deleting users.",nonsec
The libraries and existing standard components of the programming language of choice will be used throughout implementation of this system to reuse as much of the existing APIs and tools as possible.,nonsec
The administrator is asked to provide the information about the course.,nonsec
"That is, during any activity other than writing an exam, the system should be able to accept a number of connections to handle all students registered in the system, expected to be equivalent with the number of students at the academic institutions.",nonsec
Essay-based questions need to be marked manually by an instructor.,nonsec
"The system shall allow the system administrator to create, edit, and delete courses.",nonsec
The system will use these assigned properties to filter questions from the pool when an instructor searches for questions to use on an exam.,nonsec
"During exams or quizzes, the GUI should provide the simplest design, so students can focus their attention on exams and not be distracted by the GUI.",nonsec
"However, any other activity will require a theoretically-unlimited number of students.",nonsec
The system shall allow instructors to process the student registration requests for exams by allowing for accepting or declining requests.,nonsec
The system will be delivered with a User Manual describing all the features and capabilities of the system.,nonsec
"However, due the benefits of open-source software tools, such as Eclipse, and the currently-available technology infrastructure available at academic institutions, Java will be used as the programming language of choice.",nonsec
"The system shall deploy all available standards for academic settings, as well as any analysis, design, and implementation standards available (such as design patterns, responsibility patterns, etc.)",nonsec
"Ideally, one “submit” button should be enough.",nonsec
The system is not expected to interface directly with any hardware; such interactions will be controlled by the operating system.,nonsec
The system should be user friendly with an interface that is easy to learn and use.,nonsec
"The system shall allow instructors to create, edit, or delete exam questions.",nonsec
No student may write an exam if he/she has not registered for it.,nonsec
"In addition, the system shall allow all users to authenticate in order to gain access to the system and be presented with the tools specific to that user.",sec
The system will be required to communicate using standard protocols for internet communications.,nonsec
The interfaces to be implemented will be those that allow the actors to achieve their goals.,nonsec
The system is expected to allow instructors to assign time limits and exam duration.,nonsec
"Front Desk staff shall be able to view all information in HPMS, add new patients to HPMS but shall not be able to modify any information in it.",sec
Administrators shall be able to view and modify all information in HPMS,sec
Nurses shall only be able to view all information in HPMS.,sec
Doctors shall only be able to view all information in HPMS,sec
The system shall give responses in 1 second after checking the patient’s information.,nonsec
The System must support 1000 people at a time.,nonsec
The user-interface screen shall respond within 5 seconds.,nonsec
"The system shall use the MySQL Database, which is open source and free.",nonsec
The Development environment shall be Windows 2000.,nonsec
The system shall be a Web-based application.,nonsec
The system requires the patient to identify himself /herself using PHN,sec
Any user who uses the system shall have a Logon ID and Password.,sec
"Any modification (insert, delete, update) for the Database shall be synchronized and done only by the administrator in the ward.",sec
"The system must comply with the Regional Health Authority Regulations concerning privacy, section 703.2RHA/2000/v78",nonsec
The system shall provide the capability to back-up the Data,nonsec
The systems must conform to the Microsoft Accessibility guidelines,nonsec
The system shall keep a log of all the errors.,nonsec
The system shall be available all the time.,nonsec
The HPMS shall generate the patient’s situation record every two hours for normal patients.,nonsec
The HPMS shall generate patient’s situation record every half hour for severe patients.,nonsec
"In an emergency case, the administrative staff shall use HPMS to assign an emergency room, doctors and nurses to the patient immediately.",nonsec
"In a surgery case, the administrative staff shall use HPMS to assign a surgery room, surgeon and nurses to the patient.",nonsec
The administrative staff in the ward shall be allowed to delete the ID of the patient from the system when the patient checks out.,nonsec
The whole treatment procedure for the patient shall be recorded by the system.,nonsec
The HPMS shall automatically inform the patients who are on the bed waiting list of available beds whenever they become available.,nonsec
The consulting nurse shall use HPMS to assign the patient to an appropriate ward.,nonsec
The consulting nurse shall use HPMS to assign Patient to a waiting list if no bed is available.,nonsec
The HPMS shall allow front-desk staff to give each patient a ID and add it to the patient’s record.,nonsec
This ID shall be used by the patient throughout his/her stay in hospital.,nonsec
The HPMS shall inform doctors of new patients.,nonsec
The HPMS shall inform nurses of new patients.,nonsec
The administrative staff in the ward shall use HPMS to assign a doctor to a given patient.,nonsec
The administration staff in the ward shall use HPMS to assign a nurse to a given patient.,nonsec
"The ward is categorized into four types: Maternity, Surgical, Cancer and Cardiac.",nonsec
"The HPMS shall allow the user to search for employee information by last name, or ID number.",nonsec
The HPMS shall allow the user to update any of the staff’s information as described in SRS023.,nonsec
"Each staff in hospital shall have the following mandatory information: identification number, first name, last name, phone number, address, postal code, city, country, employee type, duty schedule.",nonsec
"The HPMS shall allow users to search the ward, room, and bed directly by ward number, room number and bed number respectively, or by hierarchal hyperlinks from ward to bed.",nonsec
"Each bed in HPMS shall include the following information: bed number, occupied/unoccupied, patient PHN.",nonsec
"Each room in HPMS shall include the following mandatory information: room number, list of beds in room, full/not full.",nonsec
"Each ward in HPMS shall include the following mandatory information: ward name, ward number, list of rooms in ward.",nonsec
"Every six hours the HPMS shall generate reports on staff schedule about the following information: staff ID, staff name, staff type, duty shift.",nonsec
"Every six hours the HPMS shall generate reports on bed availability about the following information: ward name, bed number, occupied/unoccupied",nonsec
"Every six hours the HPMS shall generate reports on patients about the following information: patient’s PHN, patient’s name, ward name, bed number and the doctor’s name.",nonsec
The administrative staff in the ward shall be allowed to put the beds just evacuated in beds-available list.,nonsec
The HPMS shall allow the user to search for patient’s information by last name or PHN or patient ID.,nonsec
The HPMS shall allow the user to update any of the patient’s information as described in SRS020,nonsec
"Each patient shall have the following mandatory information: first name, last name, phone number, personal health number, address, postal code, city, country, patient identification number.",nonsec
"Report Generation:  The system generates reports on the following information: patients, bed availability and staff schedules after every six hours.",nonsec
"It prints out all the information on who has used which bed, when and the doctor that is taking care of a given patient as well as expected medical expenses.",nonsec
Some users may have to be trained on using the system.,nonsec
The system is also designed to be user-friendly.,nonsec
Otherwise a new Personal Health Number is given to this patient.,nonsec
"The patient’s information such as date of birth, address and telephone number is also entered into computer system.",nonsec
"b)      If there is no bed, the patient is put on a waiting list until a bed becomes available.",nonsec
"If a patient checks out, the administrative staff shall delete his PHN from the system and the just evacuated bed is included in available-beds list.",nonsec
"This Hospital Patient Management System is a self-contained system that manages activities of the hospital as bed assignment, operations scheduling, personnel management and administrative issues.",nonsec
"If he is, his/her Personal Health Number (PHN) is entered into the computer.",nonsec
"Registration: When a patient is admitted, the front-desk staff checks to see if the patient is already registered with the hospital.",nonsec
It is assumed that one hundred IBM compatible computers will be available before the system is installed and tested.,nonsec
The HPMS shall allow front-desk staff to add new patients to the system.,nonsec
Doctors will use the HPMS to check their patient’s list.,nonsec
Some have further specialized training and are computer literate.,nonsec
The system must be user-friendly,nonsec
The system must be delivered by January 1st 2003.,nonsec
The existing Telecommunication infrastructure is based on IEEE100802.3 standards and the system must conform to this standard using category 5 cables for networking,nonsec
Administrators in the wards are responsible for assigning doctors and nurses to patients.,nonsec
They are responsible for all of the scheduling and updating day/night employee shifts.,nonsec
Nurses in wards will use the HPMS to check their patient list.,nonsec
"Consulting nurses to whom patients give short descriptions of their conditions are also responsible for assigning patients to appropriate wards if the beds are available, otherwise putting patients on the waiting list.",nonsec
Some nurses are computer literate.,nonsec
Every staff has some basic                  computer training.,nonsec
It uses a Graphical User Interface (GUI).,nonsec
Every administrator has basic computer training.,nonsec
"The primary areas of concern are performance, security and user-interface.",sec
The intentions of the system are to reduce over-time pay and increase the number of patients that can be treated accurately.,nonsec
"Nurses who are in direct contact with the patients will use the system to keep track of available beds, the patients in the different wards, and the types of medication required for each patient.",nonsec
Doctors will also use the system to keep track of the patients assigned to them.,nonsec
"The system will be used to allocate beds to patients on a priority basis, and to assign doctors to patients in designated wards as need arises.",nonsec
"For further extending, is able to send notification by SMS.",nonsec
"The web application is coding in J2EE and Struts, therefore, it should be transferable between different OS and Java container.",nonsec
"On the register form, student should enter all their detail such as HEMIS numbers, Email and contact number.",nonsec
The Student can register a SUMS accounts and start the progress of project.,nonsec
"After, the system allow student to change information and provide the function forget password for student to retrieve back the password.",sec
The system will generate activation code and send email to student and confirm the registration.,nonsec
force the sending of a new password to a student via email,sec
deactivate and reactivate student account login,sec
change any of a student's details,nonsec
Each user will have an associated record of history.,nonsec
New components need to compatible to the exist system.,nonsec
Although basic password authentication and role based security mechanisms will be used to protect OPMS from unauthorised access; functionality such as email notifications are assumed to be sufficiently protected under the existing security policies applied by the University network team.,sec
Redundant Database is setup as the role of backup Database Server when primary database is failure.,nonsec
"Also, the application will be hosted by the UOP as one of many applications; the event of the server failing due to an error with one of these applications might result in OPMS becoming temporarily unavailable.",nonsec
Student can be register on the system and fill in all detail and forward to choose project/supervisor.,nonsec
Student can change detail if information is incorrect such as telephone number.,nonsec
JavaScript implement in HTML in order to provide a Data Check before submission.,nonsec
"The occurrence of errors should be minimized through the use of checkboxes, radio buttons and scroll down in order to reduce the amount of text input from user.",nonsec
Student can change his login password at any time for security reason.,sec
All pages of the system are following a consistent theme and clear structure.,nonsec
Student can request his password if he/she forgotten the password.,sec
The page should display the project process in different colour to clearly reflect the various states that student done.,nonsec
"If system error, it should provide the contact methods.",nonsec
All staff can view the details of any student.,nonsec
Error message should be located beside the error input which clearly highlight and tell user how to solve it.,nonsec
Certain staff may be designated as Unit or Cohort Co-ordinators and can change the details of any student doing their unit or project cohort.,nonsec
HTML Tables to display information to give a clear structure that easy to understand by user.,nonsec
Unit Cohort co-ordinator can change student detail for incorrect information.,nonsec
It should provide a FAQ to minimize the workload of system administrator.,nonsec
The System should provide a feedback form for all users to give comments or asking questions.,nonsec
"Each level of user will have its own interface and privilege to mange and modify the project information such as supervisor able to monitor/manage his student progress and make comment on it, student can change his detail, view the progress, submit project idea.",nonsec
Unit Cohort co-ordinator can view student information and monitor their progress.,nonsec
"The web server is listening on the web standard port, port 80.",nonsec
Unit Cohort co-ordinator can list all students in different period of different group.,nonsec
The web application will be hosted on one of the department’s Linux servers and connecting to one of the school Oracle Database server.,nonsec
Unit Cohort co-ordinator can reset the student’s password if required.,sec
System Administrator can list all students in different period of different group to check any error.,nonsec
"The system is a web based application; clients are requiring using a modern web browser such as Mozilla Firebox 1.5, Internet Explorer 6 and Enable Cookies.",nonsec
The computer must have an Internet connection in order to be able to access the system.,nonsec
System Administrator can reset the student’s password if required.,sec
A development database will be hosted locally (using MySQL); the production database is hosted centrally (using Oracle).,nonsec
The UOP already has the required software to host a Java web application.,nonsec
Administration Staff can list all students in different period of different group.,nonsec
An Apache Web server will accept all requests from the client and forward SUMS specific requests to Tomcat 5.5 Servlet Container with J2EE 5.0 and Strut 1.2.8 hosting SUMS.,nonsec
"The system need to design base on the existed code and database using J2SE 5.0, J2EE 1.4 and Struts 1.2.x.",nonsec
The HTTP protocol will be used to facilitate communications between the client and server.,nonsec
An OS is capable of running a modern web browser which supports HTML version 3.2 or higher.,nonsec
The system needs to log client’s information of registration such as IP address and time for security purpose.,sec
Procedures are already in place as part of the UOP’s IT policies for data security and Backup.,nonsec
Password should encrypted and store in the database.,sec
"The system developing using Struts, all action is detailed in struts-config.xml and web.xml that easy to modify and make update.",nonsec
All components follow Model-View-Controller pattern.,nonsec
SUMS import JimApp packages that can either connecting to an Oracle database or MySQL database through the Database Utility components.,nonsec
"The possible extension is to inter-connection to UP Link System which provide student with many functions, including the ability to check assessment results.",nonsec
Students can connect both systems to retrieve information on their academic progress.,nonsec
The SUMS is the new updated version of PUMS – the web-based project unit management system.,nonsec
The SUMS is using J2EE platform and Struts Model 2.,nonsec
It provides a mechanism to edit the online marking form which makes the system is flexible.,nonsec
OPMS is to build upon the existing web-based project marking system PUMS in order to implement the project marking process and allocating supervisor/ideas to students.,nonsec
"This increase in efficiency of project marking, audit trails of marking process, give feedback to student, finally, publication and email student result.",nonsec
Primary actor submits selection,nonsec
Primary Actor indicates he/she wishes to search for a course,nonsec
a Primary Actor did not find desired exam,nonsec
System prompts for confirmation,nonsec
System prompts for confirmation of registration request,nonsec
Minimal Guarantee: System displays list of courses assigned to the user,nonsec
a Primary Actor did not find desired course,nonsec
Primary Actor is authenticated,sec
Minimal guarantee: List of instructor’s courses was displayed,nonsec
Primary actor declines,nonsec
System displays a list of users that are not administrators.,nonsec
System displays the list of existing courses,nonsec
Students can only register for one session of an exam.,nonsec
primary actor accepts,nonsec
System displays list of exams that the user has scheduled.,nonsec
System displays exams for the selected course,nonsec
Primary Actor indicates he/she wishes to cancel,nonsec
Primary Actor declines the confirmation,nonsec
Primary Actor assigns marking scheme values,nonsec
Primary Actor confirms,nonsec
"This package offers administrators the ability to manage the system’s users by creating users, modifying them, or deleting them.",nonsec
Primary Actor indicates he/she wishes to search for an exam in selected course,nonsec
This collection of sub-function scenarios serves the secondary purposes of their actors.,nonsec
Primary Actor submits the exam,nonsec
Primary Actor indicates he/she wishes to cancel the cancellation,nonsec
System displays exam script,nonsec
Success guarantee: A registration request was processed,nonsec
Primary Actor selects the questions to include in the exam,nonsec
System adds selected found questions to the exam.,nonsec
Primary actor submits question,nonsec
Primary actor selects an exam session for the exam he/she wishes to register for.,nonsec
Primary Actor selects the desired course.,nonsec
System displays editable properties of user,nonsec
System prompts the user for confirmation,nonsec
Primary Actor accepts confirmation,nonsec
Primary Actor selects the course he/she wishes to assign users to.,nonsec
This package offers Instructors the ability to manage their students’ registration requests for exams they have scheduled.,nonsec
Success guarantee: Exam mark was updated,nonsec
Primary Actor submits the modification,nonsec
Minimal guarantee: no change to the system’s course list,nonsec
System does not allow re-scheduling of exams that are in progress or that have been written.,nonsec
"This package offers administrators the ability to manage the system’s courses by creating courses, modifying them, or deleting them.",nonsec
The desired user exists in the system,nonsec
Minimal guarantee: List of courses was displayed,nonsec
System does not find any exam that the student has registered for that has not yet been written,nonsec
Primary actor modifies properties,nonsec
Primary Actor accepts confirmation.,nonsec
Primary Actor declines,nonsec
Success guarantee: Users are unassigned from a course.,nonsec
Primary actor accepts,nonsec
System does not allow editing of authentication credentials,sec
Success guarantee: System displays the marks for each question of marked exams,nonsec
Primary actor indicates he/she wishes to edit a user.,nonsec
System displays the list of exams for the course,nonsec
System saves updated properties,nonsec
System informs user that there are no requests for exams of selected course,nonsec
Primary actor selects an exam to view the details of his/her marks,nonsec
System enters the mark in the system,nonsec
Primary actor indicates he/she wishes to delete an exam registration.,nonsec
Primary actor edits solution,nonsec
Primary Actor selects the course for which to upload marks of exams.,nonsec
Primary actor selects course,nonsec
System does not find any scheduled exams for the courses assigned to this student,nonsec
Primary actor indicates he/she wishes to edit a course.,nonsec
Primary actor indicates he/she wishes to view their marks from an exam which they have written.,nonsec
System prompts the user for confirmation.,nonsec
System assigns the selected exam to all selected time slots,nonsec
Primary Actor selects the course he/she wishes to assign non-administration users to.,nonsec
Success guarantee: User is logged out,sec
Primary Actor selects the users to edit,nonsec
System informs user that no exams available,nonsec
"Essentially, an instructor either accepts or declines registration requests.",nonsec
System informs user that he/she is not assigned to any course,nonsec
System informs the Primary Actor that no courses are available,nonsec
Primary Actor cancels the exam,nonsec
Primary actor selects the course,nonsec
System displays the questions from the course pool,nonsec
a Primary Actor did not find desired user,nonsec
Primary Actor selects at least one available time slot,nonsec
System displays a list of the scheduled exams for the courses the instructor is teaching,nonsec
system informs user that no courses assigned,nonsec
System does not find any courses assigned to this student,nonsec
System displays a list of marked exams,nonsec
System displays list of courses for instructor,nonsec
Primary Actor selects the course section desired.,nonsec
System automatically adds the newly created question to the exam script,nonsec
Primary Actor selects the exam of a particular student,nonsec
Primary actor selects the courses for which he/she would like to register an exam.,nonsec
System un-assigns the Primary Actor from the original session,nonsec
System displays the courses that the student is assigned to.,nonsec
System does not allow registration for an exam 24 hours before its start,nonsec
"Specifically, instructors can mark essay-based questions, update a mark, or upload the class marks and statistics.",nonsec
Primary actor indicates he/she wishes to log in.,sec
System does not allow registration into a session that is already at maximum capacity,nonsec
System prompts user for confirmation,nonsec
System prompts for confirmation.,nonsec
System displays the student’s exam marks and statistics,nonsec
System displays the list of existing users,nonsec
System removes the Primary Actor from the list of registered users for the exam session,nonsec
System does not allow editing the properties of exams that are in progress or that have been written.,nonsec
Students can only register for exams in courses they are registered in,nonsec
System displays a list of courses.,nonsec
Success guarantee: a new user is created and stored in the system.,nonsec
System does not find any courses assigned to the student,nonsec
System does not allow deleting exams that are in progress or that have been written,nonsec
Primary Actor has signed Expectations of Originality and Integrity,nonsec
There are no courses assigned to this instructor,nonsec
Success guarantee: A course is deleted from the system,nonsec
Primary actor selects the course from which he/she wishes to un-register an exam.,nonsec
"System does not all cancellation of exams in progress, exams that have been written, or exams scheduled to be written within 24 hours.",nonsec
System prompts the Primary actor for confirmation,nonsec
Primary actor selects the question to edit,nonsec
Primary Actor starts the exam,nonsec
Primary Actor selects the exam for which he/she wishes to consult the solutions,nonsec
