Initial number,Requirement,Context (Keywords),Name of Doc,Sec / Not Sec,Labeled by,Comments,
2961,"The Category field is a link to the inventory matrix view, which allows you to select a new category by drilling down to any existing category.",User Interface,inventory-2.0.pdf,0,Кирилл,,
2927,The Category Name must be unique across the inventory.,User Interface,inventory-2.0.pdf,0,Кирилл,,
2928,The Category‟s Unique Tag must be unique across the inventory.,User Interface,inventory-2.0.pdf,0,Кирилл,,
6208,The CAUI shall allow a quality manager to apply a manual quality flag to environmental data.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6209,The CAUI shall allow manual quality flags to be entered.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6201,The CAUI shall be able to initiate CS on demand.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6203,The CAUI shall enable a quality manager to apply manual flags to a set of observations from an individual ESS.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6205,The CAUI shall enable a quality manager to apply manual flags to a set of observations over a fixed time range.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6206,The CAUI shall enable a quality manager to apply manual flags to a set of observations over a time range with an open ended future time.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6204,The CAUI shall enable a quality manager to apply manual flags to a set of observations.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6215,The CAUI shall enable administrators to acquire environmental metadata.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6224,The CAUI shall enable administrators to assign system privileges.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6219,The CAUI shall enable administrators to manage collector metadata.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6223,The CAUI shall enable administrators to manage contributor data sharing agreements.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6218,The CAUI shall enable administrators to manage contributor metadata.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6221,The CAUI shall enable administrators to manage environmental data collection schedules.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6216,The CAUI shall enable administrators to manage environmental metadata.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6220,The CAUI shall enable administrators to manage quality checking schedules.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6213,The CAUI shall enable administrators to manage security group members.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,1,Руфина,,
6211,The CAUI shall enable quality checking rules to be configured specific to each environmental parameter.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
782,The CBIT shall (3.3.5.10) be executed without interfering with the normal execution of the application tasks.,"Fault Detection, Identification, and Recovery",nasa x38.doc,0,Кирилл,,
778,"The CBIT shall (3.3.5.5) be executed at a 50 Hz rate, after all 50 Hz flight critical operations are complete.","Fault Detection, Identification, and Recovery",nasa x38.doc,0,Кирилл,,
781,The CBIT shall (3.3.5.8) also arm and reset the hardware watchdog timer.,"Fault Detection, Identification, and Recovery",nasa x38.doc,0,Кирилл,,
779,"The CBIT, at a minimum, shall (3.3.5.6) include a ""presence test"" to ascertain that all FCP processors are synchronized and are at the same relative point in time in the current minor frame.","Fault Detection, Identification, and Recovery",nasa x38.doc,0,Кирилл,,
2906,The cell in the top left corner of the matrix always represents a generic item in the selected department (e.g. a generic appliance when viewing the categories in the appliance department) and is automatically generated by the system.,User Interface,inventory-2.0.pdf,0,Кирилл,,
2907,The cell to the right of the top left corner of the matrix always represents under $5 items in the selected department and is automatically generated by the system.,User Interface,inventory-2.0.pdf,0,Кирилл,,
1432,The center of the displayed graph will be the displayed node closest to the mouse cursor when the mouse is clicked.,Behavioral requirements,hats.pdf,0,Кирилл,,
1008,"The Center shall provide the following information status information about each CCTV: network identifier, CCTV identifier, CCTV name, location (latitude/longitude), status (online/offline), locked/unlocked, lock holder (if locked), supported directions, current direction, current preset position, current pan, current tilt, current zoom, current focus, current ir.",CCTV Interface Requirements,ctc-network.pdf,0,Кирилл,,
1000,"The Center shall provide the following link information: link identifier, link name, road number, link type, link type description, start node (see below for node information), end node (see below for node information), direction, length, capacity, speed limit, speed limit truck, number of lanes.",Traffic Conditions Interface Requirements,ctc-network.pdf,0,Кирилл,,
1004,"The Center shall provide the following status information about each DMS: network identifier, DMS Identifier, DMS Name. Location (latitude/longitude), sign geometry (row/column), status (online/offline), current message (MULTI string). Beacons (on/off)",DMS Interface Requirements,ctc-network.pdf,0,Кирилл,,
1002,"The Center shall support the following information about each incident: network identifier, incident ID, incident description, roadway, cross street, latitude/longitude, link identifier, direction, status, update Type, affected lanes, classification, severity, incident type, incident type description, road conditions, weather, confirmed date & time, cleared date & time.",Incident Data Interface Requirements,ctc-network.pdf,0,Кирилл,,
1003,"The Center shall support the following information about each lane closure: network identifier, lane closure ID, closure description, starting roadway, starting cross street, latitude/longitude of starting location, ending roadway, ending cross street, latitude/longitude of ending location, direction of roadway, link identifier, current status, update type, affected lanes, lane closure source, contact, days closed, start time of day, end time of day, start date of series, end date of series.",Lane Closure Interface Req,ctc-network.pdf,0,Кирилл,,
1035,"The Center shall support the following information about network device status: Network identifier, Number of DMSs, Number of LCSs, Number of CCTVs, Number of CCTV video inputs, Number of CCTV video outputs, Number of Ramp Meters, Number of HARs, Number of Traffic Signals, Number of ESSs, Number of HOVs, Number of Parking Lots, Number of School Zones, Number of Railroad Crossings, Number of Reversible Lanes, Number of Dynamic Lanes, DMS status data, LCS status data, CCTV status data, Video input channel identifiers, Video output channel identifiers, Ramp Meter status data, HAR status data, Traffic Signal status data, ESS status data, HOV status data, Parking Lot status data, School Zone status data, Railroad Crossing status data, Reversible Lane status data, Dynamic Lane status data.",Network Device Status Requirements,ctc-network.pdf,0,Кирилл,,
1030,"The Center shall support the following status information about each Bus Location: Network identifier (owner of bus), Link Identifier, Bus Identifier, Bus Name, Location (latitude/longitude), Schedule Adherence, Vehicle Attributes, Capacity.",Transit Interface Requirements,ctc-network.pdf,0,Кирилл,,
1029,"The Center shall support the following status information about each Bus Stop: Network identifier (owner of bus stop), Link Identifier, Relative Link Location, Identifier, Name, Location (Node), Bus Routes, Frequency.",Transit Interface Requirements,ctc-network.pdf,0,Кирилл,,
1027,"The Center shall support the following status information about each Dynamic Lane: Network identifier (owner of dynamic lane), Link Identifier, Dynamic Lane Identifier, Dynamic Lane Name, Indicator Status, Failure State, Plan, Type, Transition Time.",Dynamic Lane Assignments Interface Requirements,ctc-network.pdf,0,Кирилл,,
1018,"The Center shall support the following status information about each ESS: network identifier (owner of sensor), environmental sensor identifier, environmental sensor name, type, location (latitude/longitude), satus, type, reading, units, alarm status.",ESS Interface Requirements,ctc-network.pdf,0,Кирилл,,
1014,"The Center shall support the following status information about each HAR: network identifier (owner of HAR), HAR Identifier, HAR name, location (latitude/longitude), status, current message, Current Message Text.",HAR Interface Requirements,ctc-network.pdf,0,Кирилл,,
1019,"The Center shall support the following status information about each HOV: network identifier (owner of HOV), HOV identifier, HOV name, Link Identifier, status, failure state, plan, state, status source, occupants, next rransition time.",HOV Interface Requirements,ctc-network.pdf,0,Кирилл,,
1006,"The Center shall support the following status information about each LCS: network identifier, LCS identifier, LCS name, location (latitude/longitude), geometry (number of heads), head capabilities, status, current pattern.",LCS Interface Requirements,ctc-network.pdf,0,Кирилл,,
1032,"The Center shall support the following status information about each Light/Commuter Location: Network identifier (owner of train), Link Identifier, Commuter / Light Rail Identifier, Commuter / Light Rail Name, Location (latitude/location), Schedule Adherence, Vehicle Attributes, Capacity.",Transit Interface Requirements,ctc-network.pdf,0,Кирилл,,
1031,"The Center shall support the following status information about each Light/Commuter Stop: Network identifier (owner of stop), Link Identifier, Commuter / Light Rail Stop Identifier, Commuter / Light Rail Stop Name, Location, Routes, Frequency.",Transit Interface Requirements,ctc-network.pdf,0,Кирилл,,
1033,"The Center shall support the following status information about each Park and Ride Lot: Network identifier (owner of lot), Park and Ride Lot Identifier, Park and Ride Lot Name, Location (latitude/location), Status, Capacity, Utilization, Entrance, Restrictions, Special Capabilities.",Transit Interface Requirements,ctc-network.pdf,0,Кирилл,,
1021,"The Center shall support the following status information about each Parking Lot: network identifier (owner of parking lot), parking lot identifier. parking lot name, location (latitude/longitude), status, capacit, utilization, entrance, restrictions, special capabilities.",Parking Lot Interface Requirements,ctc-network.pdf,0,Кирилл,,
1024,"The Center shall support the following status information about each Railroad Crossing: Network identifier (owner of railroad Crossing), Link Identifier, Rail Crossing Identifier, Rail Crossing Name, Location (latitude/longitude), Status, Rail Type, Estimated Time for Train to Clear of Intersection, Estimated Minutes to Train Arrival, Rail closing signal type.",Railroad Crossing Interface Requirements,ctc-network.pdf,0,Кирилл,,
1012,"The Center shall support the following status information about each ramp meter: network identifier (owner of ramp meter)., Ramp Meter Identifier, Ramp Meter Name, location (latitude/longitude), status, status source, plan, cycle time.",Ramp Meter Interface Requirements,ctc-network.pdf,0,Кирилл,,
1025,"The Center shall support the following status information about each Reversible Lane: Network identifier (owner of reversible lane), Reversible Lane Identifier, Reversible Lane Name, Link Identifier, Indicator Status, Indicator Failure State, Plan, Direction, Direction Transition Time, Status Source.",Reversible Lanes Interface Requirements,ctc-network.pdf,0,Кирилл,,
1022,"The Center shall support the following status information about each School Zone: network identifier (owner of school zone), link identifier, school zone identifier, school zone name, location (latitude/longitude), status, failure status, state plan, state source.",School Zone Interface Requirements,ctc-network.pdf,0,Кирилл,,
1016,"The Center shall support the following status information about each Traffic Signal: network identifier (owner of traffic signal), traffic signal identifier, traffic signal name, location (latitude/longitude), status, status source, state, failure state, plan, plan expiration, signal preemption.",Traffic Signals Interface Requirements,ctc-network.pdf,0,Кирилл,,
1034,"The Center shall support the following status information about each Vehicle Priority: Vehicle Identifier, Network identifier (owner of signal), Link Identifier, Intersection Identifier, Priority Request Status, Departure Time, Desired Arrival Time, Priority, Vehicle Classification, Service Strategy.",Transit Interface Requirements,ctc-network.pdf,0,Кирилл,,
5264,The central trading system has relation with three modules that are trading client serve、trading manager system、information releasing module.,Validation Criteria,central trading system.pdf,0,Василий,Japanese comma,
5015,The Child Enrollment/Withdrawal Report shall list the children alphabetically by last name and whether or not they are registered or withdrawn from the Child Care Center.,Reports,2005 - nenios.html,0,Вячеслав,,
5016,The Child Notes & Comments Report shall list the children alphabetically by last name and include any notes that are attached to their records.,Reports,2005 - nenios.html,0,Вячеслав,,
5020,"The Child's record shall contain the following information: Name, Date of birth, Gender, Classroom name, Special needs, Photo, Teacher's comments, Immunization dates.",Account Information,2005 - nenios.html,0,Вячеслав,,
1575,The chosen execution host and queue on which to place the job for execution.,Functionality. Dispatch Job,libra.doc,0,Кирилл,,
1573,The chosen execution host and queue.,Functionality. Determine Execution Host,libra.doc,0,Кирилл,,
6504,The Clarus program shall alert users to system modifications.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
3168,The Clarus program shall allow potential weather element data providers to request permission to submit weather information.,Organizational requirements,clarus high.doc,0,Кирилл,,
3141,The Clarus program shall define data quality assurance methods and criteria.,Organizational requirements,clarus high.doc,0,Кирилл,,
3143,The Clarus program shall define data retention standards.,Organizational requirements,clarus high.doc,0,Кирилл,,
3142,The Clarus program shall define quality control rules for environmental observations.,Organizational requirements,clarus high.doc,0,Кирилл,,
3133,The Clarus program shall establish data sharing agreements with all participating sources of environmental data.,Organizational requirements,clarus high.doc,0,Кирилл,,
3148,The Clarus program shall maintain a comprehensive Clarus system test environment.,Organizational requirements,clarus high.doc,0,Кирилл,,
3134,The Clarus program shall maintain continuous 24x7 operations.,Organizational requirements,clarus high.doc,0,Кирилл,,
3164,The Clarus program shall maintain information about data provider redistribution restrictions.,Organizational requirements,clarus high.doc,0,Кирилл,,
3162,The Clarus program shall maintain information about data providers.,Organizational requirements,clarus high.doc,0,Кирилл,,
3167,The Clarus program shall maintain information about service provider access to data.,Organizational requirements,clarus high.doc,0,Кирилл,,
3166,The Clarus program shall maintain information about service provider communications.,Organizational requirements,clarus high.doc,0,Кирилл,,
3165,The Clarus program shall maintain information about service providers.,Organizational requirements,clarus high.doc,0,Кирилл,,
3163,The Clarus program shall maintain metadata about each data provider's network.,Organizational requirements,clarus high.doc,0,Кирилл,,
3154,"The Clarus program shall operate according to Government IT security requirements as outlined in DOT Order 1630.2B, Personnel Security Management.",Organizational requirements,clarus high.doc,0,Кирилл,,
3152,"The Clarus program shall operate according to Government IT security requirements as outlined in OMB Circular A-130, Management of Federal Information Resources, Appendix III, Security of Federal Automated Information Resources.",Organizational requirements,clarus high.doc,0,Кирилл,,
3153,"The Clarus program shall operate according to Government IT security requirements as outlined in the National Institute of Standards and Technology (NIST) Guidelines, Departmental Information Resource Management Manual, and associated guidelines.",Organizational requirements,clarus high.doc,0,Кирилл,,
3151,The Clarus program shall operate the Clarus system according to its published IT Security Plan.,Organizational requirements,clarus high.doc,0,Кирилл,,
3140,The Clarus program shall provide a trained support staff.,Organizational requirements,clarus high.doc,0,Кирилл,,
3136,The Clarus program shall provide an environment that has redundant communication for the Clarus system.,Organizational requirements,clarus high.doc,0,Кирилл,,
3135,The Clarus program shall provide an environment that has uninterruptible power for the Clarus system.,Organizational requirements,clarus high.doc,0,Кирилл,,
3144,The Clarus program shall provide documentation of Clarus standards.,Organizational requirements,clarus high.doc,0,Кирилл,,
3139,The Clarus program shall provide for customer service.,Organizational requirements,clarus high.doc,0,Кирилл,,
3137,The Clarus program shall provide network management tools.,Organizational requirements,clarus high.doc,0,Кирилл,,
3138,The Clarus program shall provide setup support.,Organizational requirements,clarus high.doc,0,Кирилл,,
3150,The Clarus program shall test all hardware changes in the designated test environment before deployment to production.,Organizational requirements,clarus high.doc,0,Кирилл,,
3149,The Clarus program shall test all software changes in the designated test environment before deployment to production.,Organizational requirements,clarus high.doc,0,Кирилл,,
3146,The Clarus program standards shall accommodate contributions of new sensor technologies to the Clarus system.,Organizational requirements,clarus high.doc,0,Кирилл,,
3147,The Clarus program standards shall support multiple methods of data delivery to users.,Organizational requirements,clarus high.doc,0,Кирилл,,
3077,The Clarus system baseline data types shall be defined by the NTCIP ESS 1204 standard for data collection.,Functional Data Requirements,clarus high.doc,0,Кирилл,,
6389,The Clarus system baseline data types shall be defined by the NTCIP ESS 1204 standard.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6391,"The Clarus system data definitions shall be consistent with the ITE TM 1.03 standard, Functional Level Traffic Management Data Dictionary (TMDD).",Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
3041,The Clarus system shall accept atmospheric condition data derived from atmospheric images.Task Force review,Functional Requirements,clarus high.doc,0,Кирилл,,
3132,The Clarus system shall accept data only from approved sources.,Organizational requirements,clarus high.doc,0,Кирилл,,
6510,The Clarus system shall accept data only from sources which data sharing agreements have been established.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
6283,The Clarus system shall accept data through a Clarus standard interface.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6242,The Clarus system shall accept environmental data derived from images.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6258,The Clarus system shall accept environmental data from (roadway) vehicles.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6265,The Clarus system shall accept environmental data from emergency vehicles.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6260,The Clarus system shall accept environmental data from maintenance and construction vehicles.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6256,The Clarus system shall accept environmental data from railroad vehicles.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
3045,The Clarus system shall accept environmental data from railway systems or in situ ESS along tracks.,Functional Requirements,clarus high.doc,0,Кирилл,,
6253,The Clarus system shall accept environmental data from railway systems or in-situ ESS along tracks.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6262,The Clarus system shall accept environmental data from service patrol vehicles.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
3050,The Clarus system shall accept environmental data from transit vehicles.,Functional Requirements,clarus high.doc,0,Кирилл,,
6279,The Clarus system shall accept only observations of identified measurement types and units.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
3086,The Clarus system shall accept only observations of known measurement types and units.,Functional Data Requirements,clarus high.doc,0,Кирилл,,
3085,"The Clarus system shall accept only observations that include location, timeframe, and source metadata.",Functional Data Requirements,clarus high.doc,0,Кирилл,,
6277,"The Clarus system shall accept only observations that include location, timestamp, and source metadata.",Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
3079,"The Clarus system shall acquire, process, and disseminate atmospheric data.",Functional Data Requirements,clarus high.doc,0,Кирилл,,
3082,"The Clarus system shall acquire, process, and disseminate atmospheric metadata.",Functional Data Requirements,clarus high.doc,0,Кирилл,,
6475,"The Clarus system shall acquire, process, and disseminate environmental data.",Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
6332,"The Clarus system shall acquire, process, and disseminate environmental metadata.",Environmental Metadata Services (EMS),2005 - clarus low.pdf,0,Руфина,,
3087,"The Clarus system shall acquire, process, and disseminate environmental sensor station metadata.",Functional Data Requirements,clarus high.doc,0,Кирилл,,
3081,"The Clarus system shall acquire, process, and disseminate hydrologic data.",Functional Data Requirements,clarus high.doc,0,Кирилл,,
3084,"The Clarus system shall acquire, process, and disseminate hydrologic metadata.",Functional Data Requirements,clarus high.doc,0,Кирилл,,
3080,"The Clarus system shall acquire, process, and disseminate surface data.",Functional Data Requirements,clarus high.doc,0,Кирилл,,
3083,"The Clarus system shall acquire, process, and disseminate surface metadata.",Functional Data Requirements,clarus high.doc,0,Кирилл,,
6493,The Clarus system shall allocate each collector to a specific host.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
6494,The Clarus system shall allocate each contributor to a specific host.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
6301,The Clarus system shall allow access to new surface transportation related observed environmental data.,Watchdog (DOG),2005 - clarus low.pdf,0,Руфина,,
6180,The Clarus system shall allow access to new surface transportation-related environmental data.,Configuration & Administration Service (CAS),2005 - clarus low.pdf,0,Руфина,,
6240,The Clarus system shall allow access to new surface transportation-related observed environmental data.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
3058,The Clarus system shall allow human intervention to override automatically applied quality assessment.,Functional Requirements,clarus high.doc,0,Кирилл,,
6207,The Clarus system shall allow human quality checks of environmental data.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6450,The Clarus system shall allow human quality checks of observations.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
6325,The Clarus system shall allow new EMS to be implemented that disseminate new observation types to be implemented as they become available.,Environmental Metadata Services (EMS),2005 - clarus low.pdf,0,Руфина,,
6353,The Clarus system shall allow service providers to select specific desired data sets.,Qualified Environmental Data (QEDC),2005 - clarus low.pdf,0,Руфина,,
6403,The Clarus system shall allow service providers to select specific desired datasets.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6418,The Clarus system shall allow users to create a data subscription request.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
3057,The Clarus system shall apply appropriate quality checks based on the completeness of received sensor station metadata.,Functional Requirements,clarus high.doc,0,Кирилл,,
6234,The Clarus system shall be able to access in-situ environmental observations from data collectors.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6236,The Clarus system shall be able to access remotely sensed environmental observations from data collectors.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6476,"The Clarus system shall be able to acquire, process, and disseminate environmental data from across North America.",Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
6305,The Clarus system shall be able to automatically recover from an unexpected shutdown.,Watchdog (DOG),2005 - clarus low.pdf,0,Руфина,,
6466,The Clarus system shall be able to base its quality checking process on historical environmental data.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
6464,The Clarus system shall be able to base its quality checking process on values distributed in time.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
6462,The Clarus system shall be able to base its quality checking process on values from multiple observations.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
3064,The Clarus system shall be able to base its quality control process on historical environmental data.,Functional Requirements,clarus high.doc,0,Кирилл,,
3063,The Clarus system shall be able to base its quality control process on values from multiple observations.,Functional Requirements,clarus high.doc,0,Кирилл,,
6491,The Clarus system shall be able to be hosted at one or more physical locations.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
3123,The Clarus system shall be able to collect data from sources within 5 minutes of them becoming available.,Performancee Requirments,clarus high.doc,0,Кирилл,,
3093,The Clarus system shall be able to collect environmental data that are manually entered.,Functional Interface Requirements,clarus high.doc,0,Кирилл,,
6289,The Clarus system shall be able to communicate with an individual ESS through its native interface.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6285,The Clarus system shall be able to communicate with environmental sensor stations through its collector using the NTCIP ESS 1204.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
3090,The Clarus system shall be able to communicate with environmental sensor stations using the NTCIP ESS 1204 standard for data collection.,Functional Interface Requirements,clarus high.doc,0,Кирилл,,
6287,The Clarus system shall be able to communicate with RWIS databases through their native interfaces.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6478,The Clarus system shall be able to complete an automated quality checking check of environmental data within ten seconds of data receipt.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
3125,The Clarus system shall be able to complete an automated quality control check of environmental data within ten seconds of data receipt.,Performancee Requirments,clarus high.doc,0,Кирилл,,
6232,The Clarus system shall be able to detect data submission errors.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6383,The Clarus system shall be able to disseminate data based on spatial queries.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6431,The Clarus system shall be able to handle three hundred simultaneous requests for environmental data.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
3128,The Clarus system shall be able to handle three hundred simultaneous requests for environmental element data.,Performancee Requirments,clarus high.doc,0,Кирилл,,
6454,The Clarus system shall be able to implement quality checking rules for each environmental parameter.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
6456,The Clarus system shall be able to implement quality checking rules for specific environmental situations.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
6210,The Clarus system shall be able to implement quality checking rules specific to each environmental parameter.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,0,Руфина,,
6460,The Clarus system shall be able to implement quality checking rules specific to observation locations.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
6458,The Clarus system shall be able to implement quality checking spatial tests using available data.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
3060,The Clarus system shall be able to implement quality control rules for each environmental parameter.,Functional Requirements,clarus high.doc,0,Кирилл,,
3061,The Clarus system shall be able to implement quality control rules for specific environmental situations.,Functional Requirements,clarus high.doc,0,Кирилл,,
3062,The Clarus system shall be able to implement quality control rules specific to observation locations.,Functional Requirements,clarus high.doc,0,Кирилл,,
6508,The Clarus system shall be able to mitigate communication denial-of- service attacks.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
3117,The Clarus system shall be able to mitigate communication denial-of-service attacks.,Performancee Requirments,clarus high.doc,0,Кирилл,,
6365,The Clarus system shall be able to notify subscribers when data sets become available.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6499,The Clarus system shall be able to operate on redundant hardware.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
3121,The Clarus system shall be able to prioritize data handling for time-critical data.,Performancee Requirments,clarus high.doc,0,Кирилл,,
3067,The Clarus system shall be able to provide sensor equipment data in response to a request.,Functional Requirements,clarus high.doc,0,Кирилл,,
6326,The Clarus system shall be able to provide sensor equipment metadata in response to a request.,Environmental Metadata Services (EMS),2005 - clarus low.pdf,0,Руфина,,
6505,The Clarus system shall be able to publish environmental data at three times the volume rate that it collects it.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
6480,The Clarus system shall be able to publish new data within twenty minutes of data receipt.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
3124,The Clarus system shall be able to receive all reported environmental data during a fifteen minute time interval.,Performancee Requirments,clarus high.doc,0,Кирилл,,
6238,The Clarus system shall be able to receive roadway weather measurements derived from VII data.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6267,The Clarus system shall be able to receive weather data from weather service providers.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6509,The Clarus system shall be able to respond to 95% of all requests for environmental data 95% of the time.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
6385,The Clarus system shall be able to restrict environmental data publication based on source.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6245,The Clarus system shall be able to retrieve environmental data directly from environmental sensor station collectors.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6506,The Clarus system shall be able to support six hundred concurrent users.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
6507,The Clarus system shall be able to support six thousand registered users.,Program Requirements,2005 - clarus low.pdf,0,Руфина,,
3114,"The Clarus system shall be able to use latitude, longitude, and elevation (standard GPS) coordinates to specify location to the nearest fifty feet.",Performancee Requirments,clarus high.doc,0,Кирилл,,
6502,"The Clarus system shall be able to use latitude, longitude, and elevation coordinates to specify location to the nearest three feet.",Program Requirements,2005 - clarus low.pdf,0,Руфина,,
6468,The Clarus system shall be able to use multiple algorithms for its quality checking process.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
3065,The Clarus system shall be able to use multiple algorithms for its quality control process.,Functional Requirements,clarus high.doc,0,Кирилл,,
6427,The Clarus system shall be ConOps able to publish new data within twenty minutes of data receipt.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
3036,The Clarus system shall calculate derived environmental data from observations.,Functional Requirements,clarus high.doc,0,Кирилл,,
6251,The Clarus system shall collect pavement-related observations.,Collector Services (CS),2005 - clarus low.pdf,0,Руфина,,
6433,"The Clarus system shall collect, quality check, and disseminate environmental data.",Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
3032,"The Clarus system shall collect, quality control, and disseminate environmental data.",Functional Requirements,clarus high.doc,0,Кирилл,,
6444,The Clarus system shall detect out of range values.,Quality Checking Services (QChS),2005 - clarus low.pdf,0,Руфина,,
6363,The Clarus system shall disseminate data in response to a change notification request.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6482,The Clarus system shall disseminate data in response to a scheduled request.,Schedule Service (SS),2005 - clarus low.pdf,0,Руфина,,
3109,The Clarus system shall disseminate data in response to polling.,Performancee Requirments,clarus high.doc,0,Кирилл,,
6368,The Clarus system shall disseminate data using standard Internet protocols.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6361,The Clarus system shall disseminate environmental data in response to polling.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6321,The Clarus system shall disseminate environmental metadata in response to polling.,Environmental Metadata Services (EMS),2005 - clarus low.pdf,0,Руфина,,
6379,"The Clarus system shall disseminate NWS watches, warnings, and advisories.",Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6398,The Clarus system shall employ industry standards to minimize implementation impact to users and providers.,Qualified Environmental Data Services (QEDS),2005 - clarus low.pdf,0,Руфина,,
6212,The Clarus system shall enable administrators to manage security groups.,Configuration & Administration User Interface (CAUI),2005 - clarus low.pdf,1,Руфина,,
